Stride_Length_m,Gait_Speed_ms,Stride_Time_s,MTC_m
0.059293078992070335,0.05813046960006896,1.02,0.00017642094479763948
0.07712940797785951,0.07870347752842807,0.98,0.0016101150592198188
0.06220823514126177,0.06836069795743051,0.91,0.0001650633106766719
0.06794268102436314,0.06794268102436314,1.0,0.0014135629238765102
0.061876504409654906,0.06250151960571203,0.99,0.0001574205021257491
0.07598906335357788,0.07675662965007868,0.99,0.00029169142722507146
0.07046553513825775,0.06585564031612873,1.07,0.001534282320926561
0.06598078430381586,0.06532750921169887,1.01,0.00032298177345380097
0.06685232073342356,0.06554149091512114,1.02,0.0019684068616854233
0.06837227177196503,0.06976762425710718,0.98,0.001336099229210852
0.06202716118325003,0.06461162623255212,0.96,0.00010206427180570188
0.06290148725654258,0.06552238255889853,0.96,0.0009474003907525841
0.06175712091319883,0.06175712091319883,1.0,0.0006040850134718667
0.06459478081572836,0.06591304164870242,0.98,0.00014547260366803982
0.07200082797994588,0.07058904703916262,1.02,1.2136883623448114e-05
0.05209062300182698,0.0542610656269031,0.96,0.00010510118915219024
0.07675598878180503,0.07452037745806314,1.03,0.00046749361641706955
0.05924413306277067,0.05865755748789175,1.01,0.0005594309446901313
0.061003794204392774,0.062248769596319156,0.98,0.00013413606349477192
0.07278761249792855,0.07503877577106036,0.97,0.0011413291012631888
0.07465730605727731,0.0717858712089205,1.04,0.0005473163678857418
0.053682337598699954,0.05211877436766986,1.03,0.0005140404913719365
0.07187634159640774,0.07187634159640774,1.0,0.0007008773671426383
0.07526537430662153,0.07378958265355051,1.02,0.00013058003466959178
0.058982644351096014,0.059578428637470725,0.99,0.0017056030485673723
0.07228403458452987,0.07017867435391249,1.03,0.000458103631039819
0.07780733666915272,0.07410222539919306,1.05,0.0004590969951037138
0.07147554660486456,0.07076786792560848,1.01,3.8767020937413577e-05
0.06970266488768243,0.06638349036922135,1.05,0.0002178783297392961
0.07563851949059969,0.07069020513140158,1.07,0.002278924553645645
0.08826545007675642,0.08569461172500623,1.03,0.00030016958467582455
0.06793690093875068,0.0672642583551987,1.01,0.0008152216970418458
0.07300499103842621,0.07228216934497644,1.01,3.169236533251407e-05
0.07617834705259884,0.07468465397313612,1.02,0.0008035040039096053
0.08183126807452298,0.07944783308206115,1.03,0.00017914168282295861
0.06311580218629494,0.06127747785077178,1.03,0.0002104539050313825
0.10335846112403972,0.09396223738549064,1.1,0.000603120396440282
0.09308779149923897,0.073297473621448,1.27,0.0006322759506236508
0.09208057014372002,0.08939861179001944,1.03,0.0002535343383187616
0.07930162209846375,0.06956282640216119,1.14,0.0005538718696307399
