Stride_Length_m,Gait_Speed_ms,Stride_Time_s,MTC_m
0.7480131257863442,0.7632786997819838,0.98,0.06590459652927727
0.6270531990595717,0.6208447515441303,1.01,0.05642513966362106
0.5640671996919855,0.53720685684951,1.05,0.05801802534327205
0.5132554805118785,0.49830629175910535,1.03,0.021660372737523303
0.5493309022979643,0.5333309731048197,1.03,0.005977221803330046
0.5971460329607005,0.6031778110714147,0.99,0.0031572786121385477
0.6713858802075026,0.6394151240071453,1.05,0.008226386627328885
0.701781272923402,0.6880208558072568,1.02,0.011406610740549716
0.7080700931220968,0.7010594981406899,1.01,0.02219840030762299
0.7232360809908669,0.709054981363595,1.02,0.018415220450950898
0.6966657059369559,0.6698708710932267,1.04,0.027621818250485042
0.6464440729839301,0.6400436366177527,1.01,0.013460649697737637
0.631376192238867,0.631376192238867,1.0,0.004420793590149685
0.5885150849368126,0.5826882029077353,1.01,0.006969752587211886
0.5552647219238035,0.5390919630328189,1.03,0.010761662765666813
0.4815229407270524,0.4767553868584677,1.01,0.02454493942440905
0.4227447364398701,0.4227447364398701,1.0,0.03087501758475053
0.38461687978917625,0.39651224720533634,0.97,0.028500537577718532
0.42944116092101386,0.421020746000994,1.02,0.04935187863998003
0.5227874728390319,0.47526133894457445,1.1,0.05355799487637025
0.6534648802959651,0.6107148413980982,1.07,0.020575782680535504
0.7425692405626059,0.6939899444510335,1.07,0.007681743531768426
0.96697147859594,0.8633673916035178,1.12,0.00016965860878315198
0.8767604271285303,0.8512237156587673,1.03,0.0005290774826010036
0.8743257475469856,0.7051014093120851,1.24,0.007228963031619351
